molPct,Sample_1,Sample_2,Sample_3,Sample_4
PA 32:0,0.011728612603804,0.0014725833286034,0,0
PA 34:2,0.00258746464818489,0,0,0
PA 34:1,0.0887996182219347,0.0192232578805748,0,0
PA 34:0,0.00221970115872814,0,0,0
PA 36:4,0.0035012147667692,0,0,0
PA 36:3,0.0418126194984918,0.00762943606353554,0.00848076115247903,0.00436303080508259
PA 36:2,0.0351743983632039,0.00662476118093767,0,0.00111789069213105
PA 38:6,0.00132343108745037,0,0,0
PA 38:5,0.0123833605762252,0.00255243993216528,0.00501924267876833,0.0016075732453393
PA 38:4,0.0121160767992578,0.00492469931964539,0,0
PA 38:3,0,0,0.0014124718186481,0
PA 40:8,0.00522301718286186,0,0,0
PA 40:5,0,0,0.00215554526761994,0
PA 44:10,0.00211096018845003,0,0,0
PE O-34:3,0.0222932526179504,0.011314335132563,0,0
PE O-34:2,0.258301424782509,0.124945293293267,0,0
PE O-34:1,0.00192180935375686,0.0017292722977398,0,0
PE O-36:6,0.00290017199054465,0,0,0
PE O-36:5,0.790627176401655,0.406786638812216,0,0
PE O-36:4,0.0618366071354483,0.0302239401401725,0,0
PA,0.218980475095362,0.0424271777054621,0.0170680209175154,0.00708849474255294
PE O-,5.39263895781933,2.78240311948635,0.15466704118878,0.106414670994334
PE,15.3223156186178,7.45101178900735,0.347184469254373,0.248306044342081
PG,0.0354693541812018,0.0114266608076437,0,0
PI,2.82560520114644,1.09622335235146,0.876624908340676,0.678243479714729
PS,4.92709729231467,2.32011824358507,0.195386928953219,0.249094931697566
LPA,0.567216109932241,0.0640102007486191,0.159075563984781,0.0909633417305871
LPE O-,0.00357851649350236,0.00101540572856749,0,0
LPE,0.53816092583942,0.269034886678822,0.263651961944196,0.209057487469803
LPG,0.00370294293556934,0,0,0
LPI,0.0277596041524897,0.00969028483003702,0.0247379405512298,0.0232550529843038
LPS O-,0.0171607103032837,0.00592803609922636,0,0
LPS,0.0574441388490266,0.0229473344969436,0,0
CE,11.9204261078124,5.94774342153483,64.0300394628304,72.8641554327736
HexCer,0.0217370468675462,0.0131834035633465,0.00239570842847484,0.00229262536020314
PC O-,0.799403570919969,1.43434615437342,0.190578192069378,0.13867424023857
PC,40.0489863164253,67.8366627635456,19.5584851754306,13.459065914959
SM,8.15598056032211,4.87391310895011,1.18453346295449,0.91702294363334
Cer,0.159782828660741,0.0879878917629494,0.00751863091115544,0.0050976045595975
DAG,0.091381088740467,0.100321778321058,0.0952403656502293,0.0639199809009764
LPC O-,0.07298522368695,0.050539843617683,0.0848140387245764,0.0700390692881935
LPC,8.79218740888412,5.57906514280544,12.807998127866,10.8673086846105
